delay0,distance0,evm0,ber0,ser0,startingx_idx0,delay1,distance1,evm1,ber1,ser1,startingx_idx1,delay2,distance2,evm2,ber2,ser2,startingx_idx2
-97647.0,106.02736029999869,5.7025440174268285,0.49324324324324326,0.9357357357357358,20049.0,-97111.8,267.9152876199987,5.154561302768533,0.49226726726726727,0.9315315315315316,19996.0,-97996.29999999999,1.0400415083968255,-16.823051095327926,0.0025525525525525524,0.00990990990990991,4295.0
-97647.0,106.02736029999869,5.609047037680618,0.4948948948948949,0.9378378378378378,20049.0,-97111.8,267.9152876199987,4.673296288796676,0.49166666666666664,0.933933933933934,19996.0,-97996.2,1.0700207541958662,-17.077342617974892,0.0011261261261261261,0.0045045045045045045,14662.0
-97647.0,106.02736029999869,6.029421748548847,0.49857357357357357,0.9408408408408409,20049.0,-97111.8,267.9152876199987,5.512271370014562,0.49174174174174173,0.9327327327327327,19996.0,-97646.2,105.99738105419965,5.890187985540525,0.49527027027027026,0.9384384384384384,6818.0
-97997.0,1.0999999999985448,-18.06448807484211,0.0009009009009009009,0.0036036036036036037,20084.0,-98001.8,1.0999999999985448,-17.610358396208827,0.0018768768768768769,0.0075075075075075074,20085.0,-98001.2,-0.4289415358034603,-17.70091086720802,0.0015765765765765765,0.006306306306306306,10621.0
-97647.0,106.02736029999869,5.489465286800822,0.49384384384384383,0.933933933933934,20049.0,-97111.9,267.8853083742033,4.4562061994377276,0.4936936936936937,0.9357357357357358,19996.0,-97996.2,1.0700207541958662,-17.30663632042672,0.0005255255255255255,0.002102102102102102,13288.0
-97997.0,1.0999999999985448,-18.693346044017844,0.0007507507507507507,0.003003003003003003,20084.0,-97111.8,267.9152876199987,4.502617329532374,0.4904654654654655,0.9324324324324325,19996.0,-98001.2,-0.4289415358034603,-15.42779720393659,0.004354354354354354,0.017417417417417418,13145.0
-97647.0,106.02736029999869,5.935574032956481,0.5,0.9405405405405406,20049.0,-97111.7,267.9452668658014,4.684405909795207,0.4915915915915916,0.9336336336336336,19996.0,-97996.2,1.0700207541958662,-16.782598959305588,0.0015765765765765765,0.006306306306306306,11520.0
-97997.0,1.0999999999985448,-17.726327545160686,0.0008258258258258258,0.003303303303303303,20084.0,-98001.8,1.0999999999985448,-18.002658205721428,0.0011261261261261261,0.0045045045045045045,20085.0,-97301.2,209.42577906419683,6.452124921710443,0.4925675675675676,0.9348348348348349,7342.0
-97997.0,1.0999999999985448,-19.076389280497878,0.0007507507507507507,0.003003003003003003,20084.0,-98001.8,1.0999999999985448,-17.439809796537958,0.002627627627627628,0.010510510510510511,20085.0,-98001.1,-0.39896229000441963,-15.335040634003755,0.004804804804804805,0.01921921921921922,13901.0
-97647.0,106.02736029999869,5.961593691743162,0.49196696696696696,0.9375375375375375,20049.0,-98001.8,1.0999999999985448,-16.617613420430743,0.004129129129129129,0.016516516516516516,20085.0,-97996.2,1.0700207541958662,-18.117192882111148,0.0005255255255255255,0.002102102102102102,16784.0
