delay0,distance0,evm0,ber0,ser0,startingx_idx0,delay1,distance1,evm1,ber1,ser1,startingx_idx1,delay2,distance2,evm2,ber2,ser2,startingx_idx2
-95996.90000000001,1.1299792457939475,-16.51290597583916,0.003003003003003003,0.012012012012012012,20084.0,-96000.2,1.1299792457975855,-16.558682561892017,0.0018768768768768769,0.0075075075075075074,20085.0,-78908.90000000001,5124.762961940596,13.737424557925053,0.496996996996997,0.9372372372372373,0
-95996.0,1.3997924579962273,-19.107302119845922,0.0005255255255255255,0.002102102102102102,20084.0,-96000.7,0.9800830167987442,-19.224493104387097,0.0011261261261261261,0.0045045045045045045,20085.0,-95995.0,2.4790453067980707,-17.43941850639464,0.0018018018018018018,0.007207207207207207,38114.0
-95996.0,1.3997924579962273,-17.847600437161827,0.0013513513513513514,0.005405405405405406,20084.0,-96001.6,0.7102698045964644,-18.246298055908156,0.0006006006006006006,0.0024024024024024023,20085.0,-95995.9,2.209232094599429,-18.840239972994084,0.0003003003003003003,0.0012012012012012011,38369.0
-95997.4,0.9800830167951062,-16.41367092194158,0.003228228228228228,0.012612612612612612,20084.0,-96001.0,0.8901452793943463,-18.98907148797899,0.00015015015015015014,0.0006006006006006006,20085.0,-96000.3,0.8901452794016222,-20.18342287561587,0.00015015015015015014,0.0006006006006006006,37737.0
-95996.3,1.3098547205954674,-15.744866310791163,0.005930930930930931,0.023723723723723725,20084.0,-96001.8,0.6503113129947451,-16.680098914543564,0.002702702702702703,0.010810810810810811,20085.0,-7660.3,26484.555884999398,5.4100054019090615,0.4927927927927928,0.9390390390390391,0
-95996.4,1.2798754747964267,-19.0955556196037,0.00037537537537537537,0.0015015015015015015,20084.0,-96001.9,0.6203320671957044,-17.689132236392496,0.0007507507507507507,0.003003003003003003,20085.0,-95996.1,2.1492736030013475,-17.51236811223846,0.0007507507507507507,0.003003003003003003,38037.0
-95997.0,1.0999999999985448,-17.13740982587855,0.000975975975975976,0.003903903903903904,20084.0,-96001.8,0.6503113129947451,-18.129627282547503,0.0006006006006006006,0.0024024024024024023,20085.0,-96001.20000000001,0.6203320671993424,1.847858552761337,0.41929429429429427,0.8027027027027027,40174.0
-95997.5,0.9501037709960656,-17.608929611284147,0.000975975975975976,0.003903903903903904,20084.0,-96001.9,0.6203320671957044,-17.70422337507888,0.002177177177177177,0.008708708708708709,20085.0,-96001.3,0.5903528214003018,-15.733778262300508,0.0013513513513513514,0.005405405405405406,38206.0
-95996.7,1.1899377373956668,-19.23054221911553,0.00037537537537537537,0.0015015015015015015,20084.0,-96000.09999999999,1.1599584915966261,-19.022896443875435,0.0003003003003003003,0.0012012012012012011,20085.0,-95999.5,1.1299792458012234,-18.33623706827144,0.0011261261261261261,0.0045045045045045045,37804.0
-95996.7,1.1899377373956668,-18.826513316317744,0.00015015015015015014,0.0006006006006006006,20084.0,-96000.6,1.0100622625941469,-16.143468134699916,0.0034534534534534536,0.013813813813813814,20085.0,-96000.0,0.9800830167987442,-19.87955809719156,0.0,0.0,38161.0
-95997.7,0.8901452793943463,-18.798152172718325,0.00022522522522522523,0.0009009009009009009,20084.0,-96001.6,0.7102698045964644,-19.33147560265791,0.0006756756756756757,0.002702702702702703,20085.0,-95995.9,2.209232094599429,2.114234243164347,0.32657657657657657,0.6882882882882883,40472.0
-95997.3,1.0100622625941469,-17.96284707843835,0.0006006006006006006,0.0024024024024024023,20084.0,-96002.4,0.4704358381968632,-19.243648392300788,0.00037537537537537537,0.0015015015015015015,20085.0,-96001.7,0.47043583820050117,0.24791901244640854,0.25593093093093094,0.4996996996996997,39090.0
-95997.0,1.0999999999985448,-17.735844973272243,0.0017267267267267268,0.006906906906906907,20084.0,-96000.6,1.0100622625941469,-17.72109795097662,0.0015765765765765765,0.006006006006006006,20085.0,-16937.100000000002,23703.441210625,5.74093632353625,0.5062312312312313,0.9378378378378378,0
-95997.4,0.9800830167951062,-16.746093705429463,0.002702702702702703,0.010810810810810811,20084.0,-96002.1,0.5603735755976231,-17.24820816417885,0.0017267267267267268,0.006906906906906907,20085.0,-96001.3,0.5903528214003018,-17.85435936499747,0.0006756756756756757,0.002702702702702703,39423.0
-95996.7,1.1899377373956668,-20.452531805774257,0.0,0.0,20084.0,-96000.7,0.9800830167987442,-18.411068464551057,0.00022522522522522523,0.0009009009009009009,20085.0,-96000.0,0.9800830167987442,2.215984289883019,0.4409159159159159,0.8315315315315316,39358.0
-95997.2,1.0400415083968255,-18.18487828214526,0.0014264264264264265,0.005705705705705706,20084.0,-96002.0,0.5903528214003018,-17.070335024470566,0.0015015015015015015,0.006006006006006006,20085.0,-1863.8,28222.3028677964,4.718336899283999,0.497972972972973,0.9366366366366367,0
-95997.2,1.0400415083968255,-20.351457776308756,0.0,0.0,20084.0,-96002.0,0.5903528214003018,-17.42008903074368,0.0013513513513513514,0.005405405405405406,20085.0,-96001.3,0.5903528214003018,-20.53413904317296,0.0003003003003003003,0.0012012012012012011,38564.0
-95997.2,1.0400415083968255,-17.830198247370596,0.0007507507507507507,0.003003003003003003,20084.0,-96001.3,0.8002075419972243,-17.99674010766327,0.0017267267267267268,0.006906906906906907,20085.0,-95995.7,2.269190586201148,-20.89910696016178,0.0,0.0,38625.0
-95997.2,1.0400415083968255,-18.009237947838923,0.0023273273273273273,0.009309309309309309,20084.0,-96001.7,0.6802905587974237,-19.045321148283136,0.0005255255255255255,0.002102102102102102,20085.0,-96000.9,0.7102698046001024,-19.366804490974165,7.507507507507507e-05,0.0003003003003003003,40375.0
-95997.2,1.0400415083968255,-18.66065112376486,0.0011261261261261261,0.0045045045045045045,20084.0,-96001.3,0.8002075419972243,-16.527201394931176,0.0036036036036036037,0.014114114114114115,20085.0,-96000.6,0.8002075419972243,-20.712809454125335,0.0,0.0,38338.0
-95998.1,0.7702282961945457,-17.155817199726233,0.002927927927927928,0.011711711711711712,20084.0,-96001.7,0.6802905587974237,-17.93877611031623,0.0008258258258258258,0.003303303303303303,20085.0,-95996.0,2.179252848800388,-18.94857012918741,0.00022522522522522523,0.0009009009009009009,38378.0
-95996.7,1.1899377373956668,-18.95231929406394,0.0005255255255255255,0.002102102102102102,20084.0,-96001.3,0.8002075419972243,-18.184421278726568,0.001051051051051051,0.004204204204204204,20085.0,-96000.6,0.8002075419972243,-18.272434205584347,0.0003003003003003003,0.0012012012012012011,37902.0
-95997.7,0.8901452793943463,-20.043671433475883,7.507507507507507e-05,0.0003003003003003003,20084.0,-96001.3,0.8002075419972243,-18.804695159925956,7.507507507507507e-05,0.0003003003003003003,20085.0,-95995.6,2.299169831996551,-17.161044669465177,0.0011261261261261261,0.0045045045045045045,41142.0
-95996.5,1.249896228993748,-16.81048448787518,0.002102102102102102,0.008408408408408409,20084.0,-96001.8,0.6503113129947451,-19.785942813399352,7.507507507507507e-05,0.0003003003003003003,20085.0,-96001.09999999999,0.650311313002021,-19.182611670098318,0.00022522522522522523,0.0009009009009009009,38924.0
-95996.5,1.249896228993748,-18.961273533864215,0.00037537537537537537,0.0015015015015015015,20084.0,-96001.6,0.7102698045964644,-16.870761360209016,0.0015765765765765765,0.006306306306306306,20085.0,-31336.800000000003,19386.5197531624,8.487202632787223,0.49504504504504504,0.9306306306306307,0
-95997.2,1.0400415083968255,-17.82748251949551,0.001951951951951952,0.007807807807807808,20084.0,-96001.7,0.6802905587974237,-18.039685966500276,0.0015015015015015015,0.006006006006006006,20085.0,-95996.0,2.179252848800388,-19.439964995018396,0.0003003003003003003,0.0012012012012012011,37537.0
-95996.59999999999,1.2199169831983454,-17.882980466320465,0.001951951951951952,0.007807807807807808,20084.0,-96001.8,0.6503113129947451,-18.598082304679142,0.0006756756756756757,0.002702702702702703,20085.0,-95996.1,2.1492736030013475,-19.842427311356413,0.0,0.0,37883.0
-95998.1,0.7702282961945457,-18.583607758048963,0.00037537537537537537,0.0015015015015015015,20084.0,-96001.9,0.6203320671957044,-17.29406617349393,0.0022522522522522522,0.009009009009009009,20085.0,-95996.1,2.1492736030013475,0.13203070575825385,0.2629129129129129,0.5018018018018018,38949.0
-95997.7,0.8901452793943463,-16.01982893380571,0.003903903903903904,0.015615615615615615,20084.0,-96001.6,0.7102698045964644,-17.29211464883708,0.004054054054054054,0.016216216216216217,20085.0,-96000.9,0.7102698046001024,-18.81933404161125,0.00045045045045045046,0.0018018018018018018,38269.0
-95997.59999999999,0.9201245251970249,-19.97707484882588,0.00015015015015015014,0.0006006006006006006,20084.0,-96002.0,0.5903528214003018,-18.89457948037528,0.0009009009009009009,0.0036036036036036037,20085.0,-96001.20000000001,0.6203320671993424,-19.338231957741655,7.507507507507507e-05,0.0003003003003003003,37798.0
-95997.59999999999,0.9201245251970249,-18.508345505627133,0.0005255255255255255,0.0018018018018018018,20084.0,-96001.5,0.740249050395505,-18.38592767197024,0.0003003003003003003,0.0012012012012012011,20085.0,-96000.8,0.740249050399143,-17.05193773682542,0.0018768768768768769,0.007207207207207207,38913.0
-95997.5,0.9501037709960656,-19.815283886956355,0.0,0.0,20084.0,-96001.5,0.740249050395505,-18.000654198259177,0.0005255255255255255,0.002102102102102102,20085.0,-95995.8,2.2392113403984695,-19.037141093599956,0.00015015015015015014,0.0006006006006006006,39740.0
-95997.7,0.8901452793943463,-16.6394966794244,0.002102102102102102,0.008408408408408409,20084.0,-96001.9,0.6203320671957044,-17.129076873649037,0.0045045045045045045,0.017717717717717716,20085.0,-96001.20000000001,0.6203320671993424,-21.326689196342585,0.0,0.0,38101.0
-95997.5,0.9501037709960656,-15.82546138809227,0.004204204204204204,0.016816816816816817,20084.0,-96001.7,0.6802905587974237,-17.61994733774297,0.0014264264264264265,0.005705705705705706,20085.0,-73054.0,6880.0178242848015,6.4646641139542105,0.49444444444444446,0.9390390390390391,0
-95997.5,0.9501037709960656,-17.337547694946952,0.0011261261261261261,0.0045045045045045045,20084.0,-96002.1,0.5603735755976231,-18.674607906837412,0.0005255255255255255,0.002102102102102102,20085.0,-96001.3,0.5903528214003018,1.0133603257719284,0.3248498498498498,0.618018018018018,39788.0
-95998.1,0.7702282961945457,-19.12741508324365,0.0,0.0,20084.0,-96002.1,0.5603735755976231,-16.278401299269408,0.002777777777777778,0.011111111111111112,20085.0,-96001.3,0.5903528214003018,-19.917341620139446,0.00015015015015015014,0.0006006006006006006,37995.0
-95998.3,0.7102698045928264,-16.885745569078352,0.003078078078078078,0.012312312312312312,20084.0,-96002.1,0.5603735755976231,-17.23152999747591,0.002777777777777778,0.011111111111111112,20085.0,-95996.4,2.0593358656005876,1.9141516284887934,0.39384384384384385,0.7471471471471471,41228.0
-95998.4,0.6802905587974237,-15.5197043256773,0.00548048048048048,0.02192192192192192,20084.0,-96001.8,0.6503113129947451,-18.87902077767724,0.00022522522522522523,0.0009009009009009009,20085.0,-96001.20000000001,0.6203320671993424,-14.528456140785925,0.010285285285285285,0.04054054054054054,38503.0
-95997.5,0.9501037709960656,-20.858770103214823,0.0,0.0,20084.0,-96002.1,0.5603735755976231,-16.174612024453417,0.004279279279279279,0.017117117117117116,20085.0,-95996.1,2.1492736030013475,-16.14968553638082,0.003078078078078078,0.012312312312312312,39907.0
-95998.5,0.6503113129947451,-14.438588739936439,0.007057057057057057,0.02822822822822823,20084.0,-96002.2,0.5303943297985825,-16.105605522149077,0.003228228228228228,0.012912912912912912,20085.0,-96001.5,0.5303943297985825,-18.0955832810912,0.0007507507507507507,0.003003003003003003,37686.0
-95998.5,0.6503113129947451,-17.81199387915627,0.0017267267267267268,0.006906906906906907,20084.0,-96002.3,0.5004150839959038,-19.306692966910525,0.00015015015015015014,0.0006006006006006006,20085.0,-96001.5,0.5303943297985825,-10.66826874666454,0.02042042042042042,0.04954954954954955,39905.0
-95997.90000000001,0.830186787792627,-16.720941600610516,0.0036036036036036037,0.014114114114114115,20084.0,-96001.8,0.6503113129947451,-19.392199588741676,0.00037537537537537537,0.0015015015015015015,20085.0,-14701.2,24373.747167467198,7.013119620810604,0.4969219219219219,0.9465465465465466,0
-95998.3,0.7102698045928264,-18.16925765748791,0.0013513513513513514,0.005405405405405406,20084.0,-96002.0,0.5903528214003018,-16.115002883105234,0.0035285285285285286,0.014114114114114115,20085.0,-96001.0,0.6802905587974237,1.9579281690606718,0.40968468468468466,0.7903903903903904,39214.0
-95997.5,0.9501037709960656,-14.692469510840152,0.007957957957957958,0.03183183183183183,20084.0,-96002.5,0.44045659239782253,-18.90950676428538,0.00015015015015015014,0.0006006006006006006,20085.0,-96001.8,0.44045659239782253,-17.445958286048292,0.0011261261261261261,0.0045045045045045045,38602.0
-95998.2,0.740249050395505,-12.141211899697444,0.021621621621621623,0.08498498498498498,20084.0,-96002.1,0.5603735755976231,-20.970201151872097,0.0,0.0,20085.0,-96001.40000000001,0.5603735755976231,-18.24363796972983,0.00045045045045045046,0.0018018018018018018,38995.0
-95998.4,0.6802905587974237,-18.925322374627708,0.00015015015015015014,0.0006006006006006006,20084.0,-96002.1,0.5603735755976231,-19.54937234738579,0.0003003003003003003,0.0012012012012012011,20085.0,-95996.4,2.0593358656005876,-17.887129814526237,0.00022522522522522523,0.0009009009009009009,41658.0
-95998.5,0.6503113129947451,-19.047496382023944,0.0009009009009009009,0.0036036036036036037,20084.0,-96002.2,0.5303943297985825,-19.008279464315926,0.000975975975975976,0.003903903903903904,20085.0,-95996.5,2.029356619797909,-0.47682041729840285,0.18025525525525526,0.3801801801801802,41753.0
-95998.3,0.7102698045928264,-17.50795714207736,0.0011261261261261261,0.0045045045045045045,20084.0,-96002.3,0.5004150839959038,-17.805499176502785,0.0014264264264264265,0.005705705705705706,20085.0,-20096.8,22756.1869810824,6.088920458121237,0.5006756756756757,0.9363363363363363,0
-95998.3,0.7102698045928264,-17.66054208963618,0.0014264264264264265,0.005705705705705706,20084.0,-96002.3,0.5004150839959038,-18.76223546306271,0.000975975975975976,0.003903903903903904,20085.0,-96001.5,0.5303943297985825,1.9696906162421461,0.4168168168168168,0.7843843843843844,41401.0
-95998.2,0.740249050395505,-17.379368531790902,0.0018768768768768769,0.0075075075075075074,20084.0,-96002.4,0.4704358381968632,-19.279235284224328,0.00022522522522522523,0.0009009009009009009,20085.0,-95996.59999999999,1.9993773740025063,-20.327145809193794,0.0003003003003003003,0.0012012012012012011,38543.0
