delay0,distance0,evm0,ber0,ser0,startingx_idx0,delay1,distance1,evm1,ber1,ser1,startingx_idx1,delay2,distance2,evm2,ber2,ser2,startingx_idx2
-95996.0,1.0999999999985448,-17.91477103343013,0.0011261261261261261,0.0045045045045045045,20084.0,-96000.9,1.0700207541995042,-19.12612433033388,0.00015015015015015014,0.0006006006006006006,20085.0,-95995.20000000001,2.5989622899942333,-16.010176522432225,0.001951951951951952,0.007807807807807808,8714.0
-95996.59999999999,0.9201245252006629,-17.673484924744045,0.0007507507507507507,0.003003003003003003,20084.0,-96001.40000000001,0.9201245251970249,-18.335378684540927,0.00045045045045045046,0.0018018018018018018,20085.0,-96000.7,0.9501037709997036,-15.843116543463333,0.006981981981981982,0.027927927927927927,17003.0
-95996.5,0.9501037709960656,-19.37984630764062,0.0,0.0,20084.0,-96000.8,1.0999999999985448,-19.337060647007885,7.507507507507507e-05,0.0003003003003003003,20085.0,-95995.20000000001,2.5989622899942333,-16.28922230122779,0.002702702702702703,0.010810810810810811,7862.0
-95997.1,0.7702282961981837,-18.787162667050467,0.00037537537537537537,0.0015015015015015015,20084.0,-96000.40000000001,1.2199169831983454,-19.397322885213104,0.00037537537537537537,0.0015015015015015015,20085.0,-96004.8,-0.27904530680098105,-17.817081212864686,0.0006006006006006006,0.0024024024024024023,18052.0
-95996.4,0.9800830167987442,-15.678751451156005,0.00548048048048048,0.021621621621621623,20084.0,-96002.0,0.740249050402781,-18.06143653386028,0.0008258258258258258,0.003303303303303303,20085.0,-95996.5,2.209232094595791,-18.49687393225749,0.00022522522522522523,0.0009009009009009009,18660.0
-95997.2,0.740249050399143,-19.310913845473248,0.00022522522522522523,0.0009009009009009009,20084.0,-96000.40000000001,1.2199169831983454,-17.41423067995171,0.002927927927927928,0.011711711711711712,20085.0,-96004.5,-0.1891075694038591,-15.34413075287375,0.006831831831831832,0.027327327327327327,2571.0
-95996.79999999999,0.8601660335989436,-17.976024250812237,0.001051051051051051,0.004204204204204204,20084.0,-96001.09999999999,1.0100622626014228,-16.903878886341744,0.0016516516516516516,0.006306306306306306,20085.0,-96000.40000000001,1.0400415083968255,-19.77419569982653,0.00022522522522522523,0.0009009009009009009,4407.0
-95996.79999999999,0.8601660335989436,-19.496592185248783,0.0005255255255255255,0.002102102102102102,20084.0,-96000.7,1.1299792458012234,-19.353137335125208,0.00045045045045045046,0.0018018018018018018,20085.0,-95995.09999999999,2.628941535796912,-17.936094598351705,0.0011261261261261261,0.0045045045045045045,15797.0
-95996.1,1.0700207541995042,-14.766240342737099,0.007282282282282282,0.029129129129129128,20084.0,-96001.3,0.9501037709997036,-19.196726040934614,7.507507507507507e-05,0.0003003003003003003,20085.0,-98725.09999999999,-815.8044688041991,0.01730691217350895,0.4967717717717718,0.9336336336336336,5504.0
-95997.59999999999,0.6203320671993424,-17.008592841276666,0.0017267267267267268,0.006906906906906907,20084.0,-96000.2,1.2798754748000647,-19.483627748306112,7.507507507507507e-05,0.0003003003003003003,20085.0,-95999.5,1.3098547205991053,-15.29520195507871,0.008033033033033033,0.03063063063063063,13456.0
-95997.1,0.7702282961981837,-18.746386350575317,0.00022522522522522523,0.0009009009009009009,20084.0,-96001.09999999999,1.0100622626014228,-17.424931900837063,0.001051051051051051,0.004204204204204204,20085.0,-96000.3,1.0700207541995042,-20.390688718503057,0.0,0.0,16677.0
-95997.5,0.6503113129983831,-18.601354916427702,0.0003003003003003003,0.0012012012012012011,20084.0,-96001.5,0.8901452793979843,-16.78250497849213,0.00548048048048048,0.02192192192192192,20085.0,-95995.9,2.3891075693973107,-16.85921969680116,0.0022522522522522522,0.009009009009009009,7127.0
-95995.9,1.1299792457975855,-18.551467103816307,0.0011261261261261261,0.0045045045045045045,20084.0,-96000.9,1.0700207541995042,-20.247480868292342,7.507507507507507e-05,0.0003003003003003003,20085.0,-95995.3,2.5689830441988306,-16.368001522693064,0.0022522522522522522,0.009009009009009009,8003.0
